Address,Status,Transcript
"S Harvard Blvd, #208, Los Angeles, CA 90020",No Claim,"""Hi Cameron, this is Cameron. We just spoke on the phone about the 1 bedroom for rent for 1,995 at S Harvard Blvd."" L
""You said you would be able to do a showing in the afternoon after 5 instead of the morning, right?"" L
""Great, I think that might be better for us than the morning. Before we actually confirm though, I also wanted to check with you to see if we would be able to use a Section 8 voucher here for this place?"" V
""Hi just following up about my previous question..."" V
""Sorry I can't talk on the phone right now. Can we text?"" L
""Hi Cameron is the S Harvard Blvd apartment still available?"" V
""Yes it's still available"" L
""I'm just hoping to confirm if we'd be able to use Section 8 for that apartment before we actually schedule a viewing?"" V
""Yes"" L
""Okay fantastic! Would we need to make a certain income to qualify though?"" V
""Yes it's 2.5 times the rent plus a credit check"" L
""Okay I see. And how would that work for us since we have Section 8?"" V
""I think it includes the voucher"" L"
"S Wilton Pl, #22, Los Angeles, CA 90020",Inconclusive,"""Hi is this Kyi? My name is Oscar and I was interested in the 1 bedroom apartment for rent at S Wilton Pl. Is it still available?"" V
""Yes, it is available."" L
""Great! I was hoping to schedule a viewing this week. Maybe tomorrow afternoon?"" V
""Yes, it is available."" L
""Hi, I'm still hoping to view that apartment if possible?"" V
""Hi sorry I can't talk on the phone right now. Can we text?"" V
""Hi, is the S Wilton Pl apartment still available?"" V
""Yes."" L
""Fantastic! Do you know if I would be able to use a Section 8 voucher there?"" V
""Yes, I think so."" L
""Hi I'm still interested in that apartment at S Wilton Pl. I'm just trying to find out if they take Section 8 there?"" V
""Yes, I think so."" L
""Fantastic! Do you know if I would need to make a certain income to qualify though?"" V
""I can't give you an exact answer right now. I can't get in touch with the owner. Maybe he's traveling."" L"
"S Oxford Ave, APT 307, Los Angeles, CA 90020",Pending,"""Hi Katie, this is Oscar, we just spoke over the phone about the 1 bedroom for rent at S Oxford Ave."" L
""You said you'd be able to do a showing at 3:30, correct?"" V
""You may come in between 3:30-4:30."" L
""Got it, before we actually come see the place though, I wanted to check to see if we'd be able to use our Section 8 voucher there?"" V
""No sorry we don't take that program."" L"
"S Alexandria Ave, Unit 10A, Los Angeles, CA 90020",No Claim,"""Hi is this Robin? My name is Oscar and I was told to contact you about the studio for rent for 1,595 at S Alexandria Ave. Is it still available?"" V
""Yes it is. Please call or text to view. Let her know it's the studio you're interested in."" L
""Okay great. But before I schedule a viewing though I wanted to check first to see if I would be able to use my Section 8 voucher here?"" V
""Yes."" L
""Fantastic! Do you know if I would need to make a certain income to qualify though?"" V
""3x what your portion is. No evictions."" L"
"Eagle Rock Blvd, # E, Los Angeles, CA 90041",No Claim,"""Hi Annie, does the 1 bed at Eagle Rock Blvd, #E, for $1995 come with utilities in the rent?"" V
""Hello, it does not."" L
""is there laundry?"" V
""No laundry in the building. There is a laundromat across the street."" L
""ok are showings by appt only or is there an open house?"" V
""By appt only. It is being shown tomorrow at 5:30pm."" L
""I would be able to come also I have a section 8 voucher would that work here?"" V
""Confirmed for tomorrow at 5:30. Please provide your name."" L
"" and is there an income requirement?"" V
""No, but we do ask to see proof of funds for the application."" L
""ok thank you"" V"
"Eagle Rock Blvd, # 122, Los Angeles, CA 90041",Inconclusive,"""Hi Megan, does the 1 bed at Eagle Rock Blvd, #122 for $1845 come with utilities included?"" V
""Yes, the rent is $1845 and it does not include utilities."" L"
"Pickford Pl, Los Angeles, CA 90035",Inconclusive,"""Hi does the studio at Pickford Pl for $1495 come with utilities included in the rent?"" V
""Yes, the rent includes all utilities."" L"
"Rexford Dr, APT 1, Los Angeles, CA 90035",Inconclusive,"""Hi David, does the 1 bed at Rexford Dr, APT 1 for $2300 come with utilities included in the rent?"" V
""Unfortunately no."" L
""Who am I speaking with?"" V
""My name is Oscar. I'm interested in the unit, is there laundry here?"" V
""Hello Jordan. Unfortunately, the unit just got leased. I can send you other properties that potentially you might like."" L"
"W 4th St, APT B, Los Angeles, CA 90020",Pending,"""Hi Kye, this is Oscar, we just spoke over the phone about the 3 bedroom for rent for 3,300 at 4343 W 4th St."" L
""Before we actually confirm though, I wanted to ask if we would be able to use a Section 8 voucher here?"" V
""Sorry I can't answer the phone right now. Can we text?"" L
""I'm only available to show at 9:00 tomorrow morning"" L
""Okay I think we might be able to make it earlier. Let me ask my wife, hang on..."" V
""Do you know if the owner accepts Section 8 though?"" V
""Sorry I don't know"" L
""Do you think you would be able to find out please?"" V
""Hi just following up about my previous question"" V
""Hi were you ever able to find out from the owner if they take vouchers?"" V
""Hi I'm still interested in the 4343 W 4th St apartment. Is it still available for viewing?"" V
""Hi is the 4343 W 4th St apartment still available?"" V
""Yes"" L
""What is your email address"" L
""Awesome! I'd love to be able to view it in person. I'm just trying to find out if I'd be able to use Section 8 here?"" V
""I don't know but probably no"" L
""My email is 91.oscar.@gmail.com"" V"
"James M Wood Blvd, # 407, Los Angeles, CA 90005",Inconclusive,"""Hi Linda, this is Oscar. We just spoke on the phone about the 1 bedroom apartment for 2,150 at James M Wood Blvd."" V
""You said you would be doing a showing Thursday at noon, right?"" V
""Yes, correct."" L
""Okay. My wife is still trying to confirm if she'll be able to make it then."" V
""I also wanted to check though if we would be able to use our Section 8 voucher here?"" V
""That part I'm not sure, you will need to contact the management."" L
""Please call the management."" L
""HI my name is Oscar and I was interested in the 1 bedroom apartment for rent at James M Wood Blvd. I was told to contact this number to find out if Section 8 would be accepted here?"" V"
"W 8th St, Apt 309, Los Angeles, CA 90005",Pending,"""Hi is this Norma, the property manager for W 8th St? I was interested in the studio for rent for 1,400 and was told to contact you to schedule a showing"" V
""Hi yes sure. What time would you like to come to see the apartment"" L
""Afternoons after 4 are probably best for me with my work schedule. Before we confirm a specific time though, I wanted to check to see if I would be able to use a Section 8 voucher here?"" V
""Let me ask and I let you know"" L
""Okay let me know when you find out please"" V
""I called the office already but they said that they do not accept it sorry."" L"
"W 27th St, # 1131, Los Angeles, CA 90007",Inconclusive,"""Hi Theresa, this is Oscar. We just spoke over the phone about the 1 bedroom apartment for rent at W 27th St."" V
""Would you be able to do a showing tomorrow at 4:30?"" V
""Yes"" L
""Shall we meet at the address at 4:30?"" L
""Hold on, before we actually confirm the showing I also wanted to check to see if I would be able to use a Section 8 here?"" V
""Oh! The unit is not registered with Section 8."" L
""I can ask the owners to see if they are able to do so."" L
""Okay sounds good let me know when you find out please"" V
""Ok"" L
""Hi Theresa, were you able to find out from the owners about the voucher?"" V
""Hi just following up to see if you had any update?"" V
""Hi Theresa, I'm still interested in that apartment. Just checking in again to see if you had any update for me?"" V
""The owner hasn't arranged anything yet"" L
""So does that mean they wouldn't accept Section 8 then?"" V
""The unit is not registered or approved by Section 8 that is all that I know. I'll ask again."" L"
"W 29th St, #15, Los Angeles, CA 90007",Inconclusive,"""Hi is this Cameron? I was told to contact you about the 1 bedroom apartment for rent for 1,995 at W 29th St."" V
""I might be able to make it okay if it's after 5."" V
""Before we confirm though, I also wanted to check to see if I would be able to use a Section 8 voucher here?"" V
""Yes so you want to view today?"" L
""Hi Cameron, I'm still hoping to see the apartment. Just checking about my previous question?"" V
""Yes I believe so. It would depend on your voucher status. Leasing can help you navigate this process."" L
""Okay great. Do you know if I would need to make a certain income to qualify?"" V
""Typically we require three times the rent to become qualified. You may reach out to to ask about qualifications and the process in general."" L
""Got it. I'll try to email her later tonight when I get a chance. Do you know how that income requirement would work since I have Section 8?"" V
""I'm not sure exactly how they calculate it. would be able to help with that."" L"
"Pickford Place, APT 1B, Pickford Pl, Los Angeles, CA 90035",Inconclusive,"""Hi when can you show? Is it possible to view it today?"" V
""I found it on Zillow, we were texting regarding the unit. My name is Serenity."" V
""Hi, is the 2 bed at Pickford Place, APT 1B available? The one for $2,795?"" V
""We have a lease out."" L"
"S. Oakhurst Dr., # C, S Oakhurst Dr, Los Angeles, CA 90035",Inconclusive,"""Hi Sam, does the 2 bed at S. Oakhurst Dr., # C for $2,695 come with utilities included in the rent?"" V
""No"" L
""is laundry included?"" V
""Unit rented"" L"
"Hi Point St, APT 101, Los Angeles, CA 90035",Inconclusive,"""Hi Brandon, does the 2 bed at Hi Point St, APT 101 for $2495 come with utilities included in the rent?"" V
""Yes, the rent includes utilities."" L"
"Livonia Ave, APT 7, Los Angeles, CA 90035",Inconclusive,"""Hi Alex, does the 3 bed at 1650 Livonia Ave, APT 7 for $3500 come with utilities included in the rent?"" V
""Water and refuse are included. Tenant pays for gas, electric and phone/internet/cable."" L
""is there laundry?"" V
""Hi is there laundry and when can you show?"" V
""There is a laundry in the building, and a laundromat across the alley. I am scheduling showings for tomorrow late morning. Does 11:30am work for you? And what is your name?"" L
""Sorry something came up, are you showing any other times today? My name is Oscar."" V
""Not today. When would you like to see it?"" L
""Can you show today or tomorrow? Also I have Section 8, would that work here?"" V"
"E Buchanan St, Los Angeles, CA 90042",Pending,"""Hi Morgan, this is Oscar. We just spoke over the phone about the 2 bedroom for rent for 3,100 at E Buchanan St."" V
""You said you would be able to do a showing tomorrow around 6:30, right?"" V
""Right"" L
""Is it working with you?"" V
""Yes, I think that should be fine. Before we actually confirm though, I wanted to check to see if we would be able to use a Section 8 voucher here?"" V
""Never I have before and I am not familiar with Section 8. How many people will live and do you have pets?"" L
""We're a family of 3. Two adults and one child. And no we don't have any pets."" V
""The way Section 8 works is the government pays a portion of the rent with the voucher and I pay a small portion based on my income."" L
""So do you know if we could use our Section 8 for this apartment then?"" V
""Hi Morgan, just checking about my previous question?"" V
""Hi Morgan, sorry for being late in my answer, I will meet my partner tomorrow and I will let you know. Honestly, I don't think we will use Section 8 because we don't have experience with it. But I will check and let you know asap. Thank you for following up."" L"
"S Westmoreland Ave, #01, Los Angeles, CA 90006",Inconclusive,"""Can I call you later?"" V
""Texting is better than calling for me actually. My name is Oscar and I was interested in the 1 bedroom for rent for 1,895 at S Westmoreland Ave. Is it still available?"" V
""Yes, #1024 is available. To be approved you must have at least a 700 credit rating and a net income of at least three times the rent amount. If not, you may have a cosigner who does qualify, provided they live in Los Angeles or Orange County. If you qualify, call to arrange a viewing. Many thanks --Taylor."" L
""I actually have a section 8 voucher that I was hoping to use for the rent. Do you know if that would be accepted here?"" V
""I will have to contact the ownership & get back to you."" L
""Okay. Let me know when you're able to find out please."" V
""Hi, were you able to find out if section 8 would be accepted here?"" V
""Owner is out of town now. Will ask upon his return."" L
""Okay. Keep me posted please."" V"
"S Grand View St, # 308, Los Angeles, CA 90006",No Claim,"""Hi Oscar, I am responding to your Zillow inquiry regarding our available Studio apartment at S. Grand View St. Los Angeles."" L
""I will be showing our Studio apartment Wednesday between 10:30am and 11:30am."" L
""Before we confirm though I wanted to check to see if I would be able to use my section 8 voucher here?"" V
""We accept vouchers."" L
""Do you know if I would need to make a certain income to qualify though?"" V
""We do have a 3x rent requirement."" L
""Okay, and how would that work with my voucher?"" V
""Voucher would apply towards the 3x income requirement."" L"
"S Serrano Ave, Los Angeles, CA 90006",Pending,"""Dear Casey, This is Casey from Exp Realty and I'm also the showing agent of the units you want to tour. S Serrano Ave. I'm available on July 21 at 12:00 PM. Let me know your available time. Thank you."" L
""Hi Casey, I'm still waiting to hear back from my family to see if that time would work for her. Before we confirm a showing though, I wanted to check to see if we would be able to use our Section 8 voucher here for this apartment?"" V
""Hi Casey, just following up about my previous question."" V
""This property is not approved by HUD."" L
""So does that mean I wouldn't be able to use my voucher here then?"" V
""Yes, correct!"" L"
"S Catalina St, #305, Los Angeles, CA 90006",No Claim,"""Hi Kimberly, this is Oscar. We just spoke over the phone about the 1 bedroom for rent for 2,445 at 924 S. Catalina St."" V
""It's looking like tomorrow is probably going to be better for us for a showing than today. What times tomorrow might work for you? Maybe in the morning?"" V
""Is this the right number for Kimberly, the agent for the 924 S. Catalina St apartment?"" V
""Hi, is this Kimberly? This is Oscar. We spoke over the phone a couple days ago about the 1 bedroom for rent for 2,445 at 924 S. Catalina St. Is it still available?"" V
""Hi Oscar, yes the 1Bd is still available at 924 Catalina, though we have a couple of showings booked for today and tomorrow and we have one application that came in. Let me know if you'd like to view the property."" L
""I would still like to view the property if possible, yes! Before we actually schedule a showing though, I wanted to check to see if I would be able to use a Section 8 voucher here?"" V
""Yes, we do accept Section 8 vouchers."" L
""Fantastic! Do you know if I would need to make a certain income to qualify?"" V
""It is at least two and a half times the monthly rent, though, with the voucher the income threshold will be calculated based on the amount of rent that will be paid by the tenant (not the entire rent amount), estimated at 30% of the rental price."" L"
"S Ardmore Ave, Unit 211, Los Angeles, CA 90006",TBD,"""Hi Mariel, this is Oscar. We just talked on the phone about the 1 bedroom apartment for 2,000 at 1045 S Ardmore Ave."" L
""You said it would be available to view on the 27th or 28th right?"" V
""Hi I'm Maria and thank you Oscar. I'm going to let you know when it's available after it's clean and whatever fixer uppers we have to do. I'm not sure if by the 28th or 29th. I'll keep you updated."" L
""Okay sounds good. Before we actually schedule the showing though, I wanted to check if we would be able to use our Section 8 voucher here for this place?"" V
""Yes of course we accept Section 8, but you need to comply with the requirements requested by the company. First, you have to have a credit score of 640. Second, you have to earn double the rent. We also need check stubs for all adults over 18 years of age."" L
""Okay understood. My credit score is 720, so I should be good there. Do you know how the income requirement would work since I have a voucher though?"" V
""I know that you have to earn double the rent."" L
""Hi Maria, I'm still just trying to understand the income requirement here... So would I still need to make twice the rent in income from work even though I have Section 8?"" V
""Yes."" L"
"Degnan Blvd, Los Angeles, CA 90008",Inconclusive,"""Hi Luisa, does the 2bd at Degnan Blvd, for $2200 come with utilities included in the rent?"" V
""Hi, no but we have 11 applications."" L
""Oh ok, so you aren't showing anymore?"" V
""No, she ran credit and background checks yesterday, waiting to hear who they're going to give it to."" L"
"S Harcourt Ave, Los Angeles, CA 90016",Inconclusive,"""Hi Mike, does the 3 bed at S Harcourt Ave for $3495 come with utilities included in the rent?"" V
""It comes with water and gardener included, but tenant pays electric and gas and whatever cable/internet they would like."" L
""Also the third bedroom is best used as a laundry room and/or office. It can be a bedroom in a pinch, but if you're looking for three full-size bedrooms then this isn't it."" L
""sorry is this a full house rental or in a building?"" V
""It's a fully detached front house of a small triplex - so there are two 1-bedroom units attached to each other in back. This is the front house which includes a front yard and one-car garage."" L
""oh ok so it's shared with the owners or other tenants?"" V
""There are three total tenants on the property, including this front unit which is for rent now."" L
""when can you show? is it appt only?"" V
""I'm getting ready to show now and can also show tomorrow (Wednesday) around this time, 3/4 pm."" L
""I can come today, I also have a section 8 voucher would that work here?"" V"
"S Sycamore Ave, # , Los Angeles, CA 90016",Inconclusive,"""hi Ari, does the 2 bed at S Sycamore Ave, # for $2695 come with utilities included in the rent?"" V
""Yes, the rent includes utilities."" L"
"Vineyard Ave, Los Angeles",Inconclusive,"""Hi Sam, does the 1 bed at Vineyard Ave, Los Angeles for $1900 come with utilities included in the rent?"" V
""Good morning. No, utilities are $75 per month, Internet/cable extra. There is no laundry. Beautiful new home."" L
""When are showings taking place? Is it appointment only?"" V
""Yes, appointment only. We have showings at 3pm today and tomorrow, would that work?"" L
""I can't try to be there 3:30? I also have a Section 8 voucher, would that work here?"" V
""I assume that's ok. Can you come tomorrow at 3pm or 3:30?"" L
""Yeah, I can come. Is there also an income requirement here?"" V
""I am the realtor, not the owner. I don't believe so. However, he does have a bunch of applicants already."" L
""Oh ok, so are you still showing?"" V
""Yes, today at 2:30, 3:30 or 5:30."" L"
"Crenshaw Blvd, # 6, Los Angeles, CA 90016",Inconclusive,"""Hi Roy, does the studio at Crenshaw Blvd, #6 for $1395 come with utilities included in the rent?"" V
""Water, got water and trash."" L
""Is there laundry as well?"" V
""Yes."" L
""When can you show? Is it appointment only?"" V
""Please call when you have a chance."" L
""Ok will do, and I also have a voucher. Would that work here? It's Section 8."" V
""Hi just checking in to see if I can use my voucher here and if I can come view."" V
""Hi just checking in to see if I can use my voucher here and if I can come view."" V
""Hi just checking in to see if I can use my voucher here and if I can come view."" V"
"S New Hampshire Ave, APT 203, Los Angeles, CA 90004",Inconclusive,"""Hi Alex, this is Rose. We just spoke over the phone about the studio at S New Hampshire Ave."" V
""My credit score was 720 last time I checked. I work as a shift supervisor at a grocery store and I made 44,000 last year. But I also have a Section 8 voucher for the rent also. Would I be able to use that here?"" V
""Hi Alex, it was a pleasure talking to you. Please send me your job title, approximate earnings per month or per year, and credit score. If you qualify, I will send you an application to your email address. Thank you, Alex."" L
""Hi Alex, did you see my previous message with my income and credit score?"" V
""Yes, I will ask the owner today."" L
""Okay sounds good. Let me know please when you find out if the owner takes Section 8."" V
""She will. Is the apartment just for yourself? And how much is your Section 8 voucher paying? I will go ahead and send you an application to your email address. Fill it out and send it to us with a copy of your driver's license and also a screenshot of your credit score, and if you have paycheck stubs from where you work, great."" L
""I'm supposed to pay 30% of my income towards the rent and the voucher covers the rest. Would that be enough income to qualify?"" V
""Ok, I have sent you an application to your email. Please let me know that you received it once you fill it out and send it in to me. I'll have the manager and the owner of the property connect with you. Please let me know when you receive the email with the application on it, print it up and send it back, and if everything looks good, I will either have the manager or the owner meet with you to accept your package."" L"
"Aldama St, #12, Los Angeles, CA 90042",Inconclusive,"""Hi Ginda, this is Oscar. We just spoke over the phone about the 2 bedroom apartment for rent at Aldama St."" L
""What's the earliest time you could do a showing on Saturday?"" V
""Yes sorry I can do 10am"" L
""Okay great! I think that should work for us. Before we actually confirm though, I wanted to check to see if we would be able to use our Section 8 voucher here?"" V
""Sure but you will need to meet the credit requirements. Credit score 690 +"" L
""Okay my credit score was 720 last time I checked, so that shouldn't be a problem. Would we need a certain income to qualify though?"" V
""Hi I'm still interested in the Aldama St apartment, just trying to find out if there's any income requirement?"" V
""Sorry I didn't reply we have an application pending on the unit"" L"
"Oakwood Ave, #12, Los Angeles, CA 90004",No Claim,"""Hi is this Taylor? I was told that you were the person to talk to about the 1 bedroom apartment for rent at Oakwood Ave. Is it still available?"" V
""Yes, the requirement is a credit score of 600 or higher."" L
""I actually have a Section 8 voucher. Do you know if I could use that here?"" V
""Yes, the requirement is a credit score of 600 or higher."" L
""Okay my credit score is about 720 so I think I should be okay. Would I need to make a certain income to qualify?"" V
""Hi Taylor, just checking again to see if there would be any income requirement for this apartment?"" V
""Hi Taylor, I'm still hoping to see the Oakwood Ave apartment, just trying to find out if I'd have enough income to qualify?"" V
""2x the rent and a credit score of 600. Let me know if you can stop by this week to see the apartment."" L
""Okay and how would the income requirement work with my Section 8 voucher?"" V
""Hi Taylor, I'm still hoping to see that apartment. I'm just trying to find out if I would qualify first... My credit score is 720, so I think I'm good there. Do you know how the income requirement would work for me since I have Section 8?"" V
""Hi, based on your credit it sounds like you do. When would you like to stop by to see the apartment?"" L"
"S Bonnie Brae St, # 1/4, Los Angeles, CA 90006",Inconclusive,"""Hi Alonna, this is Oscar. We just spoke on the phone about the 2 bedroom for rent at S Bonnie Brae St."" V
""You said you would be able to do a showing on Sunday, right? I think that might be better for us."" V
""Hi Oscar, Sounds good. I'll confirm the hours with you later then."" L
""Before we actually confirm though, I wanted to check to see if we would be able to use our Section 8 voucher here for this place?"" V
""Yes."" L
""Hi Alonna, just following up about my previous question?"" V
""All the potential tenants are welcome to apply for our rental property. Each applicant will go through a screening process, after which management will select the most qualified individual."" L
""Okay I see. So would we need to make a certain income to qualify?"" V
""Usually they consider applicants who have a monthly income of at least twice the amount of the rent."" L
""And do you know how that would work since we have the voucher?"" V
""Obviously it will be different for applicants with Section 8 vouchers. Because the renter is responsible for a certain portion of rent, property management will ensure they will be able to pay their part."" L
""Each case will be reviewed individually and there are no minimum income requirements you have to meet."" L"
"S Serrano Ave, #404, Los Angeles, CA 90006",Inconclusive,"""Hi Kelsey, this is Oscar. We just spoke over the phone about the studio for 1,995 at 900 S Serrano Ave. Would you potentially be able to do a showing at 4 on Saturday?"" L
""Hey Oscar! I can show the place at 4 on Saturday"" V
""Great! Before we actually confirm though, I wanted to check to see if I would be able to use my Section 8 voucher here?"" V
""Let me double check!"" L
""Okay let me know when you're able to find out please"" V
""Hi Kelsey, were you able to find out if I could use my voucher for that apartment?"" V
""Hi Oscar, you can use your voucher. It does take 1-2 months for the process (they have to inspect and approve the unit) and other applications are still considered during that time"" L
""Okay I see. Would I need to make a certain income to qualify?"" V
""With a Section 8 voucher, no"" L"
"W 66th St Los Angeles, CA 90047",Pending,
"1/4 S Western Ave, Los Angeles, CA 90047",No Claim,
"W 80th St, Los Angeles, CA 90047",Inconclusive,
"Irolo St, Los Angeles, CA 90006",Inconclusive,"""Texting is better for me actually. My name is Oscar and I was calling about the ad for the 3 bedroom apartment for $3,900 at 1141 Irolo St. Is it still available for viewing?"" V
""Yes, available."" L
""Fantastic! I was hoping we could schedule a time to do a viewing. But first I wanted to ask to see if I would be able to use a Section 8 voucher here?"" V
""I have to ask the landlord."" L
""Okay if you could find out for me please I'd really appreciate it."" V
""Hi Cameron, just checking to see if you were able to find out if I could use my Section 8 for that apartment?"" V
""Hi Cameron were you ever able to hear back from the landlord about the voucher?"" V
""I don't get any reply from the landlord."" V
""Okay well let me know please when you do find out."" V
""Did you hear from the landlord yet?"" V
""Hi Cameron, just checking to see if you were able to find out if Section 8 would be accepted?"" V
""The landlord said she would decide who applied first."" L
""So does that mean she would be willing to consider my application then?"" V
""No, landlord already decided tenants. We're just the property management company of that property."" L"
"S Hobart Blvd, APT 401, Los Angeles, CA 90006",Pending,"""Hi Inkyung, this is Oscar. We just spoke on the phone about the 3 bedroom apartment for rent for 3,400 at S Hobart Blvd. You said you would be able to do a showing tomorrow at 5:30, right?"" L
""Okay great. I think that should work for us. Before we confirm though, I wanted to check if we would be able to use our section 8 voucher here?"" V
""Section 8 is not allowed."" L"
"S Harvard Blvd, #505, Los Angeles, CA 90006",Inconclusive,"""sorry I can't talk right now. I will call you later"" L
""Texting would be better for me actually. My name is Oscar and I was interested in the 1 bedroom apartment for 2,300 at 919 S Harvard Blvd. Is it still available?"" V
""Yes"" L
""Hi just checking in again about that same apartment?"" V
""Hi is the 919 S Harvard Blvd 1 bedroom still available? They required 2.5 times of rent monthly income. Is that okay?"" V
""I actually have a Section 8 voucher to help with the rent. Would it be accepted here?"" V
""I heard they already leased up low income housing units. But let me ask the owner. I am not sure how to handle it. How's total income?"" L
""Okay if you could find out for sure from the owner please I'd really appreciate it though. Our household income for last year was about 50,000. We're supposed to pay 30% of income towards the rent and the voucher would cover the rest."" V
""Hi, were you able to find out from the owner if I could use my Section 8 here?"" V
""Are you a realtor?"" V
""No, I'm just looking for an apartment for myself."" L
""So do you know if I'd be able to use my voucher here?"" V
""I don't know yet."" L
""Okay, well let me know when you find out please."" V"
"S Burlington Ave, Los Angeles, CA 90006",Inconclusive,"""Hi is this Robin? My name is Oscar and I was told to contact you about scheduling a viewing for the studio for rent at 1150 S Burlington Ave"" V
""Is this the right number for the property manager for 1150 S Burlington Ave?"" V
""Yes. But it's not a studio, it's one bedroom. We'll have an open house Saturday and Sunday from 9am to 1pm"" L
""Great! I think I should be able to make it Saturday morning. Before I confirm though I wanted to check to see if I would be able to use Section 8 here for this apartment?"" V
""Hi Robin, just following up about my previous question... Do you know if they take Section 8 there?"" V
""Hi Robin, I'm still interested in the 1150 S Burlington Apartment. Is it still available?"" V
""Yes"" L
""¿Sabes si podría usar Section 8 aquí?"" V
""Yes"" L
""Can't talk right now. Can we text please?"" L
""¿Pues, si aceptan Section 8 aquí?"" V"
"N Fickett St, # , Los Angeles, CA 90033",Pending,"""Hi, is this Faaraz the property owner for N Fickett St #627? My name is Sam, we just spoke on the phone about your listing."" V
""Yes, it is."" L
""Great thanks. I should be available this Friday to view the apartment if there is a time that works for you?"" V
""I can show the unit anytime after 11."" L
""Great, 12 PM works for me."" V
""See you Monday at noon."" L
""Before I view the apartment, I have a Section 8 voucher. Am I able to use that here?"" V
""Sorry, we don't accept Section 8."" L
""Ok, I'll have to cancel then. Have a nice day."" V"
"N Soto St, Los Angeles, CA 90033",Inconclusive,"""Hi is this Josh the property owner for N Soto St? My name is Sam we just spoke on the phone about the listing."" V
""Hi yes we're the management company. Thanks Sam."" L
""Great. Am I able to view the apartment tomorrow?"" V
""Hi Sam sorry I can't take Section 8 vouchers."" L
""Hi Josh. Please get back to me when I can view the apartment thanks!"" V"
"Charnock Ave, APT 203, Los Angeles, CA 90034",Inconclusive,
"S Vermont Ave, APT 13, Los Angeles, CA 90044",Pending,
"Kalmia St, # , Los Angeles, CA 90002",Inconclusive,
"W 89th St, # 100, Los Angeles, CA 90003",Inconclusive,
"Andrita St UNIT 3, Los Angeles, CA 90065",Inconclusive,"""Hi is this Jesse the property manager for 3239 Andrita St unit 3?"" V
""My name is Sam we just spoke on the phone briefly!"" V
""Great thanks! Am I able to view the apartment tomorrow at 1pm?"" V
""Yes, I can have Jesse meet you there."" L
""Before I view the apartment, I have a Section 8 voucher. Am I able to use that here?"" V
""Yes."" L
""Can you please send me the voucher information?"" V
""Great! Are there any income requirements?"" V
""The voucher lets me look for an apartment up to $3,138.92. It would be for 3 people."" L
""Sort of, we work with each tenant individually."" L
""Only ID, SSN, and proof of income."" L
""We're not approved."" L
""If anything changes I can let you know."" L"
,No Claim,"""Hi is this Gabriel? My name is Sam we just spoke on the phone about your listing at S Manhattan Place APT 18"" L
""Ok great. Could I view the apartment..."" V
""Am I able to view the apartment tomorrow morning?"" V
""Sure"" L
""Before I view the apartment I wanted to check if I could use a Section 8 voucher here"" V
""Ok no problem"" L
""Great are there any other requirements to use? Do I need to make a certain income?"" V"
"N Westmoreland Ave, Apt 108, Los Angeles, CA 90004",Inconclusive,"""Can I call you later?"" V
""Texting is better for me actually. Is this Isaac, the agent for the 1 bedroom apartment for 1,995 at 130 N Westmoreland Ave?"" V
""Hello, yes I'm Property Supervisor for this building. Are you interested in a viewing?"" L
""I would like to schedule a viewing, yes! Before we do though I wanted to ask if I would be able to use a Section 8 voucher here?"" V
""Yes, we accept Section 8."" L
""What is your name?"" L
""I'm Oscar. And that's great news! Would I need to make a certain income to qualify though?"" V
""Depends on your application. I'll have a leasing agent contact you to schedule a tour of the unit."" L
""Okay I'm just trying to make sure I'd be able to qualify before I take the time to come out for a viewing though. Do you know what the income requirement would depend on?"" V
""We ask that the income is two and a half times the rent amount. But this changes with housing assistance, depending on what your voucher covers."" L
""My voucher covers 1 bedrooms up to 2,516 per month. I'm supposed to pay 30% of my income towards the rent and the voucher covers the rest."" V"
"Fedora St, Los Angeles, CA 90006",No Claim,"""Hi is this Jin? My name is Oscar and I was interested in the 3 bedroom apartment for rent at Fedora St. Is it still available?"" V
""Yes it is available. We have a showing at 3:30pm today. If you can join, please let me know. Ty"" L
""Okay, I can try to make it then. Before I do though I wanted to check if I would be able to use a section 8 voucher for this apartment?"" V
""I have no info regarding that."" L
""Do you think you would be able to find out?"" V
""It is illegal to refuse just because of tenant with section 8 tenant. Still the landlord can select other applicants with other reason of course."" L
""Okay I see. Would this landlord require me to make a certain income to qualify?"" V
""Yes. 2.5-3 times depending on your credit."" L
""Okay. And how would that work with my section 8 voucher?"" V
""I think section 8 voucher can be included, but I'm not sure. If you want to view at 3:30pm, please let me know ahead."" L"
"S Harvard Blvd, APT 102, Los Angeles, CA 90004",Pending,"""Hi Ed, this is Oscar. We just spoke on the phone about the studio. Would tomorrow at 6 work for a showing?"" V
""Yes"" L
""Great! Before we actually confirm though, I wanted to check first to see if I would be able to use a Section 8 voucher here?"" V
""We don't accept vouchers"" L"
